+------------+-------------+------------+------+--------------------+
| visitor_id | first_name  | last_name  | year | performances_count |
|        391 | Gregory     | Hughes     | 2017 |                  5 |
|        405 | Caitlyn     | Vaughan    | 2017 |                  5 |
|        429 | Matthew     | Davis      | 2017 |                  5 |
|        440 | Samuel      | Daniel     | 2017 |                  5 |
|        448 | Gabriela    | Hall       | 2017 |                  5 |
|        514 | Phillip     | Johnson    | 2017 |                  5 |
|        526 | Aaron       | Anthony    | 2017 |                  5 |
|        553 | Gina        | Wells      | 2017 |                  5 |
|        556 | Alec        | Lester     | 2017 |                  5 |
|        569 | Amber       | Knight     | 2017 |                  5 |
|        580 | Margaret    | Kim        | 2017 |                  5 |
|        587 | Nicole      | Williams   | 2017 |                  5 |
|        594 | Laurie      | Roman      | 2017 |                  5 |
|        600 | Edward      | Meyer      | 2017 |                  5 |
|         45 | Kevin       | Cox        | 2018 |                 14 |
|         83 | Mariah      | Cervantes  | 2018 |                 12 |
|          4 | Rebecca     | Bates      | 2018 |                  7 |
|          7 | Stephanie   | Myers      | 2018 |                  7 |
|         15 | Gabrielle   | Marshall   | 2018 |                  7 |
|         16 | Stephanie   | Johnson    | 2018 |                  7 |
|         20 | Danielle    | Navarro    | 2018 |                  7 |
|         43 | Tracy       | Williams   | 2018 |                  7 |
|         60 | Carol       | Walker     | 2018 |                  7 |
|         64 | Wyatt       | Oconnor    | 2018 |                  7 |
|         69 | Dillon      | Page       | 2018 |                  7 |
|         77 | Keith       | Donaldson  | 2018 |                  7 |
|        123 | Jason       | Fowler     | 2018 |                  7 |
|        125 | Karen       | Jones      | 2018 |                  7 |
|        126 | Carl        | Roberts    | 2018 |                  7 |
|        128 | Tristan     | Coleman    | 2018 |                  7 |
|        134 | Donald      | Sampson    | 2018 |                  7 |
|        137 | Stephen     | Shaw       | 2018 |                  7 |
|        141 | Vincent     | Jimenez    | 2018 |                  7 |
|        143 | Jason       | Johns      | 2018 |                  7 |
|        164 | Donald      | Collins    | 2018 |                  7 |
|        166 | Jacob       | Stanton    | 2018 |                  7 |
|        174 | Joyce       | Leonard    | 2018 |                  7 |
|        176 | Daniel      | Miranda    | 2018 |                  7 |
|        179 | Erin        | Evans      | 2018 |                  7 |
|        180 | Amber       | Harris     | 2018 |                  7 |
|        188 | Luis        | Freeman    | 2018 |                  7 |
|        196 | Claudia     | Norman     | 2018 |                  7 |
|        208 | Peggy       | Figueroa   | 2018 |                  7 |
|        221 | Joe         | Rodriguez  | 2018 |                  7 |
|        228 | Anna        | Hunter     | 2018 |                  7 |
|        237 | Ian         | Lamb       | 2018 |                  7 |
|        242 | Jacqueline  | Roy        | 2018 |                  7 |
|        278 | Laura       | Woods      | 2018 |                  7 |
|        292 | Brian       | Price      | 2018 |                  7 |
|        294 | Brandon     | Hall       | 2018 |                  7 |
|        296 | Jacqueline  | Cooke      | 2018 |                  7 |
|        304 | Amanda      | Blevins    | 2018 |                  7 |
|        307 | Jose        | Flynn      | 2018 |                  7 |
|        320 | Brian       | Foley      | 2018 |                  7 |
|        326 | Ryan        | Mack       | 2018 |                  7 |
|        327 | James       | Dean       | 2018 |                  7 |
|        331 | Paul        | Roberts    | 2018 |                  7 |
|        333 | Bill        | Barker     | 2018 |                  7 |
|        336 | Jeremiah    | White      | 2018 |                  7 |
|        352 | Michael     | Petersen   | 2018 |                  7 |
|        357 | Tyler       | Kent       | 2018 |                  7 |
|        371 | Tanya       | Carpenter  | 2018 |                  7 |
|        375 | Julie       | Carlson    | 2018 |                  7 |
|        376 | Whitney     | Mccarty    | 2018 |                  7 |
|        378 | David       | Mcconnell  | 2018 |                  7 |
|        383 | Cole        | Buchanan   | 2018 |                  7 |
|        395 | Kenneth     | Kim        | 2018 |                  7 |
|        406 | Diana       | Fowler     | 2018 |                  7 |
|        415 | Amanda      | Shaffer    | 2018 |                  7 |
|        426 | Kayla       | Bishop     | 2018 |                  7 |
|        428 | Cynthia     | Moore      | 2018 |                  7 |
|        452 | Larry       | Barnes     | 2018 |                  7 |
|        461 | Dean        | Lopez      | 2018 |                  7 |
|        469 | Lauren      | Rodriguez  | 2018 |                  7 |
|        471 | Judith      | Schwartz   | 2018 |                  7 |
|        478 | Amber       | Taylor     | 2018 |                  7 |
|        486 | Sarah       | Harper     | 2018 |                  7 |
|        490 | Krystal     | Allen      | 2018 |                  7 |
|        492 | Kristen     | Ward       | 2018 |                  7 |
|        516 | Kimberly    | Solomon    | 2018 |                  7 |
|        520 | Jenna       | Wilson     | 2018 |                  7 |
|        531 | Bradley     | Cunningham | 2018 |                  7 |
|        535 | Courtney    | Graham     | 2018 |                  7 |
|        542 | Holly       | Fields     | 2018 |                  7 |
|        577 | Ashley      | Garcia     | 2018 |                  7 |
|        582 | Joseph      | Santos     | 2018 |                  7 |
|        585 | Joshua      | Reid       | 2018 |                  7 |
|        588 | Ronnie      | Lewis      | 2018 |                  7 |
|        592 | Randy       | Martinez   | 2018 |                  7 |
|        596 | Marilyn     | Wood       | 2018 |                  7 |
|        599 | Timothy     | Duarte     | 2018 |                  7 |
